id,domain,prior_severity,current_status,current_severity,residual_risk,evidence
T-AND-05,Android platform (T-AND),Low,Mitigated-in-code,Low,"LOW — the Keystore key cannot be used without fresh BiometricPrompt/device-credential auth, so an attacker calling load() without prior auth gets null, not the credential. Residual: still no compile-time binding between prompt-success and store-read (relies on runtime convention + OS enforcement), and no unit test exercising the store.","android/app/src/main/java/com/openburnbar/data/computeruse/RemoteUnlockSavedCredentialStore.kt:91-94,100-110 — wrappingKey() sets setUserAuthenticationRequired(true) + setUserAuthenticationParameters(0, AUTH_BIOMETRIC_STRONG|AUTH_DEVICE_CREDENTIAL) (R+) / validityDuration=-1 (pre-R) + setInvalidatedByBiometricEnrollment(true): the OS forces fresh auth on every decrypt ; android/app/src/main/java/com/openburnbar/data/computeruse/RemoteUnlockSavedCredentialStore.kt:55-63 — load() still swallows any decrypt failure and returns null (no info leak, but masks an auth-denied vs missing-key distinction) ; android/app/src/main/java/com/openburnbar/ui/media/ScreenShareViewerActivityRemoteUnlockSupport.kt:85-91 — the saved-credential path calls authenticateForRemoteUnlock(...) and only then store.load(storeKey); auth precedes read at the call site ; git diff 5416ef780 HEAD -- RemoteUnlockSavedCredentialStore.kt — sole change is a @Suppress(""DEPRECATION"") reason comment; no behavioral change"
T-AND-06,Android platform (T-AND),Low,Partial,Low,"LOW but partly Unverifiable from the repo — without a beforeSend scrubber, crash/ANR payloads or breadcrumbs could carry prompt/credential fragments off-device, and Crashlytics is on by default. Whether the deployed Sentry/Crashlytics projects apply server-side scrubbing/data-retention is deployed-state and cannot be confirmed from code.","android/app/src/main/AndroidManifest.xml:45-62 — Sentry is configured purely via manifest meta-data (io.sentry.dsn=${sentryDsn} injected by CI, environment, anr.enable, traces-sample-rate=0.1); auto-init only ; android/app/src/main/java/com/openburnbar/BurnBarApplication.kt:178-180 — Crashlytics collection defaults ON (getBoolean(""crashlytics_enabled"", true)) unless the user opts out via the diagnostics toggle ; grep beforeSend|BeforeSend|SentryOptions|Sentry.init across android/**/*.kt — no programmatic Sentry init and no beforeSend/PII redaction hook exists in app code ; android/app/src/main/AndroidManifest.xml:36-38 — allowBackup=false, dataExtractionRules, fullBackupContent=false limit local exfil but do not scrub crash/ANR breadcrumbs shipped off-device"
T-ATT-05,Attachments & Media (T-ATT family) — Mercury iroh blob transfer + Hermes Gateway attachment paths,Low,Open,Low,Type confusion in preview/render is possible for Mercury-received files. Mac quarantine xattr gives Gatekeeper-on-open protection; iOS has no equivalent. Low severity but unmitigated on the Mercury receive path.,"OpenBurnBarCore/Sources/OpenBurnBarMedia/MediaFileTransferService.swift:179-194 — inferMime switches on file extension only (png/jpg/pdf/...) with no byte sniffing ; OpenBurnBarCore/Sources/OpenBurnBarMedia/MediaFileTransferService.swift:162-168 — inboxURL derives the saved file's extension from the sender-chosen manifest.filename ; AgentLens/Services/Media/MacFileTransferService.swift:413-423 — Mac receive applies quarantine xattr (Gatekeeper on open) but performs no content sniff of the fetched bytes ; OpenBurnBarMobile/Services/HermesAttachmentLoader.swift:281-288 — the separate agent-import loader also resolves mime by extension via UTType (defense-in-depth denylist applies there, not on Mercury receive)"
T-ATT-08,Attachments & Media (T-ATT family) — Mercury iroh blob transfer + Hermes Gateway attachment paths,Low,Open,Low,"A legacy non-octet-stream object served via the read signed URL could render inline in a browser web client (XSS-adjacent). Risk is low because new uploads are sealed application/octet-stream, but the explicit responseDisposition=attachment / responseType=octet-stream control claimed in the addendum is absent at this HEAD.","functions/src/callables/hermesGateway.ts:1654-1658 — file.getSignedUrl({ version: 'v4', action: 'read', expires }) with no responseDisposition / responseType params ; functions/src/callables/hermesGateway.ts:1639-1645 — path/namespace/byteCount checks exist, but no inert content-type/disposition is forced on the issued URL ; functions/src/callables/hermesGateway.ts:1455-1457 — sealed objects are stored as application/octet-stream at init, which limits but does not eliminate the inline-render risk for legacy non-octet objects ; git log 5416ef780..HEAD -- functions/src/callables/hermesGateway.ts — gateway was changed since baseline (multiple security commits) but the download-URL inert-header hardening is not present on this branch HEAD"
T-AZ-01,"Cloud Authz, Rules & Gateway (T-AZ, T-GW)",Low,Open,Low,All users' profile photos remain enumerable/correlatable to UIDs by any authenticated client doing a direct SDK read. Addendum's 'fixed' wording must not be used as a claim — the owner-only read rule is not in the current committed code.,"storage.rules:19 — `allow read: if request.auth != null;` on avatars/{userId}/profile.jpg grants every authenticated uid read of any user's avatar (no uid==userId scope on read). ; git diff 5416ef780 HEAD -- storage.rules produced ZERO output — file unchanged since baseline. ; current-state-addendum.md (Material Deltas, T-AZ-01) claims `storage.rules:16-27` makes reads owner-only, but that claim was authored against divergent commit 6eb8340d1 (not an ancestor of HEAD) and is not present in current code. ; functions/scripts/test-firestore-rules.mjs contains 0 references to `avatars` (grep -c = 0); no automated coverage (and Storage rules are not exercised by this Firestore-only runner)."
T-AZ-02,"Cloud Authz, Rules & Gateway (T-AZ, T-GW)",Low,Mitigated-in-code,Low,"Owner/workspace binding is enforced in rules, but there is still no emulator test and no production rules-deploy proof. Cross-tenant write is closed in current code; deploy/CI verification owed.","firestore.rules:1073-1080 — sharedArtifactOwnerWrite() requires ownerUserID is string AND ownerUserID==request.auth.uid AND workspaceID==workspaceId AND teamID==teamId, so a write into workspace-alice with ownerUserID=mallory is denied. ; firestore.rules:4192-4199 — workspaces/{workspaceId}/teams/{teamId}/artifacts gate create/update on sharedArtifactOwnerWrite(workspaceId, teamId). ; git show 5416ef780:firestore.rules shows identical 1073-1080 — control predates baseline; current HEAD diff is empty. ; functions/scripts/test-firestore-rules.mjs contains 0 references to `/workspaces/` — no automated rules-test coverage for this path."
T-AZ-07,"Cloud Authz, Rules & Gateway (T-AZ, T-GW)",Low,Unverifiable,Low,A misissued burnbarOperator claim reads ops telemetry across tenants but not user-private data. Claim minting path is outside repo scope and remains UNKNOWN/Unverifiable.,"firestore.rules:38-40 — isOperator() = isSignedIn() && request.auth.token.get('burnbarOperator', false)==true. ; firestore.rules:3069,3073,3077,4212,4216,4221 — isOperator() gates only `allow read` on ops/aggregate collections, never user-private content. ; git show 5416ef780:firestore.rules lines 38-40 identical; HEAD diff empty."
T-CRY-03,"Crypto, Keys & CloudVault (T-CVS, T-CRY)",Low,Open,Low,"Deleting the file resets maxCounter/requestID set, allowing bounded local replay of prior authenticated frames until the counter advances; requires Mac filesystem access (AAD-bound frames are not forgeable).",AgentLens/Services/HermesRelaySenderTrustResolver.swift:151-157 — sharedReplayCache persists to `authenticated-request-replay-cache.json` (a deletable local plaintext file) ; git diff --quiet 5416ef780 HEAD -- HermesRelaySenderTrustResolver.swift confirms the file is UNCHANGED since baseline ; REMEDIATION.md:42 marks T-CRY-03 replay-anchor as core-fixed but no tamper-evident/monotonic anchor is present in this resolver at HEAD
T-CRY-05,"Crypto, Keys & CloudVault (T-CVS, T-CRY)",Low,Open,Low,Accepted: compromise of a recipient static relay key decrypts to that recipient and enables peer impersonation toward it; not exploitable under the relay-only threat model.,"OpenBurnBarCore/Sources/OpenBurnBarCore/SharedModels/HermesRelayCrypto.swift:13-18 — KCI/no-PFS-on-static-leg is an explicit, documented non-goal ('Do NOT fix KCI by bolting on a double ratchet / X3DH'); keys kept in Keychain ; git diff --quiet 5416ef780 HEAD -- HermesRelayCrypto.swift confirms UNCHANGED since baseline ; REMEDIATION.md:42,65 lists T-CRY-05 as an accepted non-goal / product-crypto decision"
T-CVS-06,"Crypto, Keys & CloudVault (T-CVS, T-CRY)",Low,Open,Low,Weakened relocation/path binding for legacy v1 docs only; confidentiality intact (still requires the correct vault key).,"OpenBurnBarCore/Sources/OpenBurnBarCore/SharedModels/CloudVaultCrypto.swift:614-616 — openPayload `case 1:` opens with AES.GCM.open and NO authenticating AAD ; CloudVaultCrypto.swift:504-506 — openBlob `case 1:` likewise opens with no AAD (only a SHA256 integrity check) ; CloudVaultCrypto.swift:1104-1112 — aadData(matching:) still accepts `context.legacyV1StringValue`, sidestepping the v2 path binding ; REMEDIATION.md:43 lists T-CVS-06 'v1-AAD cutover' as core-fixed (BG), but the v1 accept branches are still present in HEAD"
T-DMN-06,Daemon & local desktop (T-DMN),Low,Open,Low,"Low. Driving locked-screen input via this branch requires a root process that also forges an Apple-anchored first-party signature satisfying the M-9 DR plus hardened-runtime/library-validation flags, which non-first-party root cannot satisfy. Root already wins most local games; accepting code-sig alone for root peers is a reasonable defense-in-depth choice.","OpenBurnBarDaemon/Sources/OpenBurnBarRemoteAccessAgentCore/PrivilegedInputExecutionSocketServer.swift:231-246 — peerUID==0 branch reads the peer audit token and validates only the first-party code signature (rootPeerCodeSignatureValidator), with no console-user UID comparison, then records peerAccepted ; OpenBurnBarDaemon/Sources/OpenBurnBarRemoteAccessAgentCore/PrivilegedInputExecutionSocketServer.swift:248-251 — non-root peers get the full UID(console-user) + code-signature gate via PrivilegedPeerAuthenticator.validateUnixSocketPeer ; OpenBurnBarCore/Sources/OpenBurnBarComputerUseCore/PrivilegedSocketTrust.swift:69-71,113-123,145-179 — root code-sig check is the full M-9 designated requirement (Apple anchor + Team ID OU + exact identifier) plus programmatic hardened-runtime + library-validation CD-flag enforcement"
T-DMN-07,Daemon & local desktop (T-DMN),Low,Open,Low,"Low. If Apple removes the private auditToken selector the validator returns nil and fails closed (auditTokenUnavailable), so there is no silent bypass. The SPI dependency exists only in the XPC path; the LOCAL_PEERTOKEN socket path (PrivilegedSocketTrust.peerAuditToken via getsockopt) is the robust primary. Future OS SPI availability is an environment factor not fully provable from the repo.","OpenBurnBarDaemon/Sources/OpenBurnBarRemoteAccessAgentCore/PrivilegedInputXPCPeerValidator.swift:25-35 — private auditToken KVC: guards responds(to:Selector(""auditToken"")) and value(forKey:""auditToken""); returns nil if absent (Dev-ID-only SPI, not MAS) ; OpenBurnBarDaemon/Sources/OpenBurnBarRemoteAccessAgentCore/PrivilegedInputXPCPeerValidator.swift:7-11 — validateConnection throws auditTokenUnavailable (fail-closed) when the token is nil, then validates the first-party code signature ; OpenBurnBarDaemon/Sources/OpenBurnBarRemoteAccessAgentCore/PrivilegedInputXPCPeerValidator.swift:13-22 — a robust forwarded-audit-token path (validateForwardedAuditToken from the LOCAL_PEERTOKEN socket lane) is the non-SPI primary"
T-GW-01,"Cloud Authz, Rules & Gateway (T-AZ, T-GW)",Low,Mitigated-in-code,Low,Requires theft of BOTH the bearer token and the pinned Ed25519 PoP signing key to abuse the edge — accepted residual. No device attestation on the HTTP edge by design.,"functions/src/callables/hermesGateway.ts:693-757 verifyGatewayRequestPoP requires popRequired===true + valid Ed25519 signature; :697-699 rejects clients without a signing key (legacy_pop_required). ; functions/src/callables/hermesGateway.ts:1119,1412,2320 — checkHermesGatewayBearerRateLimit(uid, clientId, action) on write paths. ; functions/src/callables/publicRateLimit.ts:103-110 — rate limit keyed on `${uid}:${clientId}` per action. ; endpointAuthorizationMatrix.ts:119-127 — burnBarHermesGateway entry: appCheck='not-applicable', authMethod='bearer token plus Ed25519 proof-of-possession'."
T-GW-02,"Cloud Authz, Rules & Gateway (T-AZ, T-GW)",Low,Partial,Low,"All current write handlers consume JSON via requestBody(), so PoP covers the consumed bytes today; attachment bytes go to Storage gated by sha256 finalize. Residual: no structural reject of non-JSON content-type — revisit if a raw-body signed route is ever added. Addendum overclaims a content-type reject that is not in current code.","functions/src/callables/hermesGateway.ts:604-606 gatewayRequestBodyHash = sha256Hex(stableJSONString(requestBody(req))); :552-554 requestBody = recordOrUndefined(req.body) ?? {} — a non-JSON/raw body hashes to the empty-object string. ; functions/src/callables/hermesGateway.ts:719-722 — suppliedBodyHash compared to expectedBodyHash via safeEqualHex (constant-time), but only over the JSON projection. ; dispatchHermesGatewayRequest (hermesGateway.ts:1775-1815) routes by path with no explicit `req.is('application/json')` / 415 content-type rejection on signed write routes; current-state-addendum.md claim 'signed write routes reject non-JSON bodies' (cited hermesGateway.ts:204-245) is not present at HEAD. ; git diff 5416ef780 HEAD -- functions/src/callables/hermesGateway.ts shows the ONLY additions are the getHermesGatewayAttachmentDownloadUrl callable (+70 lines); the PoP/body-hash code is unchanged."
T-GW-03,"Cloud Authz, Rules & Gateway (T-AZ, T-GW)",Low,Fixed,Low,"None material: signature covers method/path/query/body, so a same-nonce swap fails signature before nonce consumption; nonce is single-use. Test-backed in code; deployed callable revision proof still owed.","functions/src/callables/hermesGateway.ts:736-757 — payload binds method, path, query (v2), bodyHash, nonce, timestamp; a swapped method/path/body/query fails verifySignature before the nonce is consumed. ; functions/src/callables/hermesGateway.ts:758-771 — nonce single-use via transactional create on users/{uid}/.../pop_nonces/{nonce} (pop_nonce_replay on reuse), with expireAt TTL. ; functions/src/__tests__/hermesGatewayPopV2.test.ts:253 rejects a v2 request whose query was tampered after signing; :274-278 refuses a v1 downgrade once client registered v2 (pop_v2_required). ; hermesGateway.ts:705-707 — clientPopVersion>=2 && declaredPopVersion<2 throws pop_v2_required, preventing query-binding strip via downgrade."
T-GW-05,"Cloud Authz, Rules & Gateway (T-AZ, T-GW)",Low,Partial,Low,"Same-tenant only (uid scoping is in the query), never cross-account. A query-shape regression dropping the app-layer filter could surface same-user other-client targeted events. Addendum overclaims a where-clause fix not present at HEAD.","functions/src/callables/hermesGateway.ts:1105 — `events = scannedEvents.filter((event) => !event.targetClientId || event.targetClientId === grant.client.id)` — targeting enforced in app code after fetch. ; functions/src/callables/hermesGateway.ts:1087-1099 — Firestore query is owner-scoped (users/{uid}/hermes_gateway_events) with where(sequence>cursor) and optional where(destinationId==), but NO where('targetClientId','==',...) constraint. ; git show 5416ef780:functions/src/callables/hermesGateway.ts:1105 is byte-identical (post-fetch filter present at baseline); HEAD adds no where-clause. ; current-state-addendum.md (T-GW-05) claims query-level targeting at hermesGateway.ts:1131-1159 — that line range/claim is from divergent commit 6eb8340d1, not current HEAD."
T-IOS-06,iOS/Apple (T-IOS),,Open,Low,Snippet injection,KeyboardViewController.swift:44-61
T-IOS-07,iOS/Apple (T-IOS),,Open,Low,Forced navigation,OpenBurnBarMobileApp.swift:145
T-IOS-08,iOS/Apple (T-IOS),,Open,Low,Latent keylogger,OpenBurnBarKeyboard/Info.plist:31-32
T-IOS-11,iOS/Apple (T-IOS),,Open,Low,Unswept files,"MobileDataProtectionBootstrap.swift:5,43"
T-PRV-06,Privacy & Telemetry (T-PRV),Low,Open,Low,"Low/Medium — provider-usage fingerprint (which agent, reply cadence, thread graph) is retained indefinitely until account deletion and leaked to Google via the push title/runtime/deep_link; no TTL minimization.","functions/src/agentNotifications.ts:300-319 — event doc stores runtime, providerLabel, title:`${label} replied`, threadId, messageId, sourcePath, createdAt/updatedAt; NO expireAt field is written ; functions/src/agentNotifications.ts:226,231,236 — FCM push still uses title `${providerLabel} replied` and data carries runtime + deep_link burbar://assistants/<runtime>?threadId=<id>, exposing which agent answered to Google ; firestore.indexes.json:1334-1346 + 1348-1830 — agent_notification_events is indexed but has NO ttl:true fieldOverride; combined with no expireAt on the doc, there is no retention TTL (note: agentNotifications.ts:245 ttl:10*60*1000 is the FCM message delivery TTL, not Firestore retention) ; git diff 5416ef780 HEAD -- functions/src/agentNotifications.ts — 0 changed lines; REMEDIATION.md:70 claim 'added the TTL (the substantive retention fix)' is FALSE for this collection"
T-PRV-07,Privacy & Telemetry (T-PRV),Low,Open,Low,Low — a sub-processor with cross-service visibility (or BurnBar) can link a device across sessions and tie call/reply events to a user; persisted queue timestamps provide non-repudiable evidence of activity.,"functions/src/callables/voipPush.ts:60,75,81-82 — voip_outbound stores voipDeviceToken; fcm_outbound stores fcmToken + androidDeviceId + paired_device_id; stable pairedDeviceId/connectionId flow to APNs+FCM and persist in queue docs ; functions/src/voipPush.ts:79-104 — resolveFanOut keys off the stable pairedDeviceId (users/{uid}/devices/{deviceId}) and returns long-lived apnsToken/fcmToken/androidDeviceId; no rotation of the connectionId correlator ; functions/src/agentNotifications.ts:231,236 — notification fan-out ties runtime + threadId to the same per-user device/FCM token set, enabling cross-event device linkage ; git diff 5416ef780 HEAD on voipPush/agentNotifications — no correlator rotation or per-push correlationId added; queue docs (no TTL, no erasure — see T-PRV-02) preserve timestamped proof a call/reply was attempted"
T-PTR-05,"Transport & Pairing (T-TRN, T-PTR)",Low,Open,Low,"The secure-default gate (ON) can still be flipped off via a UserDefaults/MDM override, reopening first-contact controller-key poisoning. Mismatch on an established pin is always refused. Unchanged from baseline; Low.","OpenBurnBarCore/Sources/OpenBurnBarComputerUseCore/ControllerKeyPinStore.swift:96-102 — ControllerKeyPinEnforcementFlag.defaultEnabled = true; first-ever key requires operator safety-code confirmation before admission ; git diff 5416ef780 HEAD -- OpenBurnBarCore/Sources/OpenBurnBarComputerUseCore/ControllerKeyPinStore.swift — 0 lines changed ; OpenBurnBarCore/Sources/OpenBurnBarComputerUseCore/IrohHostKeyPinStore.swift:42-45 — new host-key store deliberately reuses the same ControllerKeyPin seams, confirming the established contract"
T-PTR-06,"Transport & Pairing (T-TRN, T-PTR)",Low,Open,Low,A stolen-session owner could write extra wrappers bounded by current-key match and trusted-device existence; cannot elevate trust. No rules-layer binding to a rotation job or generation advance. Limited; unchanged. (Live enforcement depends on deployed rules — Unverifiable for the deployed side.),"firestore.rules:2209-2253 — allow create/update requires validVaultKeyID + matchesCurrentVaultKey + trusted target/source; vaultGeneration is only a 1..10000 range check, not a monotonic advance, and there is no binding to a rotateCloudVaultKey job ; git diff 5416ef780 HEAD -- firestore.rules — 0 lines changed"
T-SC-02,Supply Chain & CI (T-SC),High,Partial,Low,"The provenance lane itself can still pass while silently skipping Rust deny + OSV; the npm-audit step in the script (line 21-23) does fail closed. Because the substantive gates run elsewhere and run on every PR, the practical exposure is low, but the provenance lane gives a false 'ecosystem deny passed' summary line. burnbar-remote has no deny.toml so cargo-deny never covers it (only cargo-audit does).","scripts/supply-chain/run-ecosystem-deny-checks.sh:10-18 — cargo-deny gated on `command -v`; else prints 'skipping' and does NOT fail (identical to baseline 5416ef780) ; scripts/supply-chain/run-ecosystem-deny-checks.sh:25-34 — osv-scanner gated on `command -v`; else 'covered in security-pr.yml' and skips ; .github/workflows/supply-chain-provenance.yml:103-104 — calls the script but installs NO cargo-deny/osv-scanner/rust toolchain beforehand, so both skip in this lane ; .github/workflows/fast-feedback.yml:497-510 — REAL fail-closed `cargo deny check` (already present at baseline); security-pr.yml:221-240 REAL OSV gate (already present at baseline)"
T-SC-05,Supply Chain & CI (T-SC),Low,Open,Low,"Unchanged: if the xcframework vendoring policy ever changes to commit the binary, a tampered binary would not be diff-checked (no parity guard exists). Currently low because the binary is never committed.",".github/workflows/iroh-xcframework.yml:73-80 — builds via ./scripts/build-iroh-xcframework.sh then uploads artifact; no committed-binary diff check (asymmetric vs AAR) ; git check-ignore Vendor/OpenBurnBarIroh.xcframework — IGNORED (also Vendor/OpenBurnBarSignalFfi.xcframework); not committed, built per-release ; git diff 5416ef780 HEAD -- .github/workflows/iroh-xcframework.yml shows only two action-pin bumps, no logic change"
T-SC-07,Supply Chain & CI (T-SC),Low,Open,Low,"A malicious build/verify script or compromised devDependency executes with deploy credentials in env. Mitigated by deploy-from-tag, npm ci from committed lockfiles, and least-priv tokens, but the build still shares the credentialed job context. Low and unchanged.","firebase.json:5-6 — predeploy `npm --prefix ""$RESOURCE_DIR"" run build` (functions) ; firebase.json:30-31 — predeploy `npm --prefix website run verify`; firebase.json:309-310 `npm --prefix apps/console run build` ; git diff 5416ef780 HEAD -- firebase.json returns EMPTY (unchanged) ; .github/workflows/deploy-hosting.yml:41 `environment: production`, :79 GCP_SA_KEY present in job env while predeploy build runs"
T-SC-08,Supply Chain & CI (T-SC),Medium,Partial,Low,"The primary release lane now binds attestations to as-shipped bytes (good). The standalone supply-chain-provenance lane still attests a source-derived SBOM regardless of the downloaded release artifacts, so its attestation can describe a different subject than what shipped. cosign attest is used without --certificate-identity / Rekor identity policy, so consumers cannot pin a specific signer identity at verify time (see newly_introduced).",".github/workflows/release.yml:732-751 — cosign attest --yes over SBOM, VEX, CHECKSUMS, DMG, ZIP, SOURCE, APPCAST, LATEST (actual built bytes) ; .github/workflows/release.yml:656-665 — checksums computed over the real DMG/zip/source/appcast/latest (sha256 + sha512) before attestation ; .github/workflows/supply-chain-provenance.yml:59-69,84-93 — the SEPARATE provenance lane still regenerates SBOM from re-checked-out source and attests that, not the downloaded artifact bytes (subject/artifact mismatch persists in this lane)"
T-SC-09,Supply Chain & CI (T-SC),Low,Open,Low,Tag-prefix gate is weak but acceptable since the lane does not execute downloaded artifacts (it regenerates SBOM from source). Privileged attestation tokens are exposed to a job triggered by another workflow's success; acceptable given no untrusted-artifact execution. Unchanged.,".github/workflows/supply-chain-provenance.yml:11-14 — workflow_run trigger on 'OpenBurnBar Release' completed, branches: [main] ; .github/workflows/supply-chain-provenance.yml:16-19 — job holds id-token: write + attestations: write (privileged context) ; .github/workflows/supply-chain-provenance.yml:23-25 — gated only on `conclusion == 'success' && startsWith(head_branch, 'v')` ; .github/workflows/supply-chain-provenance.yml:30-46 — tag regex `^v[0-9a-zA-Z._-]+$` validated; SBOM regenerated from source, downloaded artifacts not executed"
T-SC-10,Supply Chain & CI (T-SC),Low,Open,Low,An autonomous agent runs unattended with tool-permission prompts skipped on every push to main; impact is bounded only by the (unset) default GITHUB_TOKEN scope. Setting `permissions: contents: read` explicitly would make the read-only intent fail-closed regardless of repo default. Live default-token scope is Unverifiable from the repo.,".github/workflows/droid-wiki-refresh.yml:37 — `droid exec --skip-permissions-unsafe ""/wiki""` on push to main ; .github/workflows/droid-wiki-refresh.yml: NO `permissions:` block anywhere (grep count = 0) — relies on repo/org default token scope, not an explicit read-only floor ; .github/workflows/droid-wiki-refresh.yml:32 continue-on-error + :17-26 refuses curl-pipe-shell installers; FACTORY_API_KEY is the only secret"
T-TOOL-08,Agentic & Tools (CLI / oracle / Computer Use) — threat families T-AI and T-TOOL,Low,Open,Low,"Low — narrow scope-bypass for /admin,/billing on SPAs; the SSRF/metadata/file/OAuth denies (the higher-value targets) are robust.","OpenBurnBarCore/Sources/OpenBurnBarComputerUseCore/ComputerUseDenyRegistry.swift:165-172 — builtin.admin_paths / builtin.billing_paths rely on windowTitleRegex '.*/admin.*' (SPA routes or path-omitting titles evade them). ; OpenBurnBarCore/Sources/OpenBurnBarComputerUseCore/ComputerUseDenyRegistry.swift:78-162 — file://, loopback (127./[::1]/localhost), 169.254., metadata.google.internal, and OAuth denies are urlPrefix-based and robust."
T-TOOL-09,Agentic & Tools (CLI / oracle / Computer Use) — threat families T-AI and T-TOOL,Low,Open,Low,Low — reachable only from the local Mac UI behind fail-closed LAContext; local operator is the trust root.,"AgentLens/Views/Chat/ChatSessionController.swift:358-380 — grantDesktopControl builds AgentCapabilityGrant.sessionGrant and calls AgentCapabilityGrantStore.shared.activate directly, skipping AgentCapabilityGrantStore.apply() checks. ; AgentLens/Views/Chat/Components/ChatPanelHeader.swift:379-381 — the only local caller first awaits DesktopGrantLocalAuthenticator.authenticateIfNeeded (LAContext, fail-closed via throw) before granting. ; AgentLens/Services/ComputerUse/DesktopGrantLocalAuthenticator.swift:11-43 + OpenBurnBarCore/.../AgentCapabilityGrant.swift:35-50 — requiresLocalAuthentication returns true for any trustMode==.trusted or privileged capability, so YOLO minting is always LAContext-gated."
T-TOOL-10,Agentic & Tools (CLI / oracle / Computer Use) — threat families T-AI and T-TOOL,Low,Open,Low,"Low — a prompt-injected shell_run can read sensitive files not in the hand-curated deny list, but (deny network*) constrains exfiltration.","AgentLens/Services/CLIBridge/OpenAICompatibleChatGatewayClient.swift:723 — restrictedShellSandboxProfile ends with (allow default) after targeted (deny file-read*) entries (:717,720), so files not in the curated deny list remain readable. ; AgentLens/Services/CLIBridge/OpenAICompatibleChatGatewayClient.swift:702 — (deny network*) blocks outbound/inbound network, limiting exfiltration from the restricted shell. ; git diff --stat 5416ef780 HEAD on OpenAICompatibleChatGatewayClient.swift — empty."
T-TRN-07,"Transport & Pairing (T-TRN, T-PTR)",Low,Open,Low,Production E2E transport ships on a pre-GA release candidate that may carry unpatched QUIC/relay/crypto bugs. Exact-version pins prevent silent drift. Latent upstream risk only; unchanged from baseline.,"crates/openburnbar-iroh/Cargo.toml:20-29 — iroh = ""=1.0.0-rc.0"", iroh-dns = ""=1.0.0-rc.0"", iroh-services = ""=1.0.0-rc.0"" (iroh-blobs 0.101.0) ; git diff 5416ef780 HEAD -- crates/openburnbar-iroh/Cargo.toml — only adds [lints.clippy] unwrap_used/expect_used = deny; no version bump"
T-ATT-07,Attachments & Media (T-ATT family) — Mercury iroh blob transfer + Hermes Gateway attachment paths,Informational,Open,Info,Defense-in-depth uses a denylist rather than an allowlist; a non-blocked dangerous-but-not-listed type could pass on the legacy plaintext write path. Minimal while sealed uploads (the production path) force opaque octet-stream and the legacy plaintext path is effectively disabled for new writes.,functions/src/callables/hermesGateway.ts:200-215 — assertSafeAttachmentContentType is a denylist (blocks html/js/xml/svg) not an allowlist ; functions/src/callables/hermesGateway.ts:1578-1579 — assertLegacyAttachmentContentType runs only `if (!sealed)`; new writes are sealed ; functions/src/callables/hermesGateway.ts:1455-1460 — init forces declaredContentType to application/octet-stream for sealed uploads; only the legacy plaintext path validates the type ; functions/src/callables/hermesGateway.ts:478-490 — legacy check matches declared==observed media type then re-applies the denylist
T-AZ-08,"Cloud Authz, Rules & Gateway (T-AZ, T-GW)",Info,Open,Info,"Cost/DoS only via repeated anonymous GETs; payload is intentionally public (pricing/health), no tenant data exposed. No per-IP rate limit; instance cap is the sole spend guard.","functions/src/routerRundown.ts:1125-1131 — latestRouterRundown onRequest with comment 'Unauthenticated endpoint: maxInstances is the only hard cap'; maxInstances:10. ; functions/src/health.ts:47 — healthLive onRequest({invoker:'public'}); :55,:93 healthReady/healthCheck public probes. ; endpointAuthorizationMatrix.ts:33-41 — publicHealth entries appCheck='not-required' with publicJustification 'expose no user objects'."
T-CRY-04,"Crypto, Keys & CloudVault (T-CVS, T-CRY)",Informational,Open,Info,"Negligible: compared values are PUBLIC keys, not secrets; recorded for completeness, not a real finding.","OpenBurnBarCore/Sources/OpenBurnBarCore/SharedModels/HermesRelayAuthenticatedRequest.swift:309-314 — samePublicKey decodes base64 then compares with `lhsData == rhsData` (Swift Data ==, non-constant-time) ; git diff --quiet 5416ef780 HEAD -- HermesRelayAuthenticatedRequest.swift confirms UNCHANGED since baseline ; HermesRelayAuthenticatedRequest.swift:225 — samePublicKey gates the pinned-sender check, but the AEAD tag is the real auth gate"
T-DMN-08,Daemon & local desktop (T-DMN),Informational,Mitigated-in-code,Info,"Low/none material. The info value is bound into the HPKE key schedule and validated pre-decrypt against the expected context, and the Ed25519 authority signature covers both ciphertext and info, so empty AEAD AAD does not weaken context binding. Documented assumption; any future change should re-run the crypto tests.","OpenBurnBarCore/Sources/OpenBurnBarComputerUseCore/RemoteUnlockCredentialEnvelopeCrypto.swift:5-11 — documents AEAD AAD fixed empty for Tink; aadBase64 wire field carries HPKE info; Ed25519 authority hash covers both ciphertextBase64 and aadBase64 ; OpenBurnBarCore/Sources/OpenBurnBarComputerUseCore/RemoteUnlockCredentialEnvelopeCrypto.swift:95-105 — open path recomputes expectedInfo and rejects (CryptoError.invalidInfo) when suppliedInfo != expectedInfo BEFORE decryption ; OpenBurnBarCore/Sources/OpenBurnBarComputerUseCore/RemoteUnlockCredentialEnvelopeCrypto.swift:113 — the verified info is the value passed into the HPKE open key schedule, so it is bound into key derivation"
